archetype_id,variation_id,winrate,popularity
390,2252736321,61.3,0.0024
338,2244355509,56.7,0.0324
563,2252110441,53.7,0.0064
56,2253621927,44.8,0.0052
56,2253873605,55.3,0.0066
563,2253990564,55,0.0031
126,2242951320,62,0.0039
538,2199202013,49.7,0.0121
161,2253971569,44.4,0.0070
430,2237008773,54.1,0.0904
569,2245445881,40.8,0.0262
396,2253927168,82.1,0.0022
555,2236557445,61.7,0.0047
587,2246151957,56.8,0.0103
512,2198988060,51.9,0.0449
150,2249826054,56.3,0.0162
170,2078192967,59.1,0.0366
170,2254039809,57.5,0.1991
338,2215989376,54,0.0158
31,2221146511,58.2,0.0043
338,2253600451,60.7,0.0113
571,2247914124,45.3,0.0918
585,2242963480,47,0.0141
276,2251808252,48.8,0.0032
276,2253006908,54.1,0.0048
548,2253327484,53.8,0.0103
587,2244151363,57.7,0.0081
170,2248780589,51.7,0.0023
141,2160420560,63.9,0.0028
574,2242153478,36.7,0.0023
182,2253715440,48.1,0.0021
338,2253938121,82.1,0.0030
36,2233452718,81.5,0.0021
558,2022412011,19.6,0.0044
555,2251045044,35.3,0.0027
512,2210195001,51.6,0.0145
170,2246205049,46.9,0.0038
182,2201987189,68.5,0.0084
182,2215202375,59.3,0.0496
56,2244380124,56.4,0.0190
276,2233940699,53.3,0.0023
276,2253695466,48.6,0.0029
276,2254061407,38.9,0.0042
548,2142646725,68.3,0.0032
586,2253675539,57.1,0.0022
430,2249873482,62.9,0.0027
555,2254269599,46.2,0.0020
150,2250466559,52.8,0.0056
512,2250941409,64.2,0.0041
170,2121676499,49.2,0.0103
182,2202795241,53.5,0.0089
276,2233503647,48.3,0.0118
548,2208457483,46.9,0.0025
586,2252010710,54.4,0.0125
555,2230790568,48.3,0.0045
555,2251045454,49.2,0.0049
52,2254318176,54.8,0.0024
182,2124122884,54.3,0.0027
571,2249918821,41.4,0.0087
170,2244408804,41.4,0.0023
390,2250396132,63.3,0.0023
441,2253580800,37.5,0.0025
182,2253928004,54.2,0.0056
563,2254054103,55.9,0.0087
36,2254416695,40.6,0.0025
276,2242944179,45.1,0.0239
276,2254024903,56.4,0.0030
546,2252560745,62.1,0.0045
371,2243293457,39.4,0.0073
587,2244993449,57.1,0.0022
587,2246827174,56.3,0.0050
512,2228629051,54.4,0.0062
512,2253461778,60.7,0.0022
182,2165250088,59.1,0.0103
182,2253374902,58.3,0.0028
36,2251074031,85.2,0.0021
563,2253935094,68,0.0019
276,2213172672,53.7,0.0177
548,2126414567,59.7,0.0060
558,2022389578,26.8,0.0236
556,2235247539,59.8,0.0223
390,2254193915,71,0.0024
338,2254460260,61.8,0.0059
56,2252924482,55.8,0.0041
36,2253995729,72,0.0019
563,2254201667,65.7,0.0027
574,2217306111,64.1,0.0050
183,2254531104,65.7,0.0055
545,2070417373,67.4,0.0036
571,2254138385,74.4,0.0034
36,2254261995,53.7,0.0032
586,2244507279,57.8,0.0050
557,2233775587,52.7,0.0058
555,2249229405,65.8,0.0030
555,2251684728,40,0.0023
556,2252935011,73.1,0.0020
512,2250396809,61.5,0.0020
441,2144426033,60.8,0.0040
563,2252888742,54.1,0.0066
56,2254550948,68.3,0.0047
36,2254653892,57.1,0.0022
512,2231659179,66.7,0.0026
276,2252286812,48.9,0.0037
430,2254259948,64.6,0.0062
557,2198785430,56.9,0.0080
556,2243105922,59.5,0.0033
441,2138643639,53.1,0.0038
574,2248797103,55.6,0.0021
31,2233897420,47.3,0.0058
31,2252171209,54.2,0.0037
556,2211336586,71.1,0.0030
512,2249813463,44.4,0.0042
338,2237280480,67.6,0.0027
36,2251699910,41.4,0.0023
56,2253059206,68.8,0.0025
555,2252677896,41.2,0.0027
557,2246274744,73.8,0.0033
170,2245283250,44.4,0.0021
390,2243904979,88.9,0.0021
276,2253062179,60,0.0035
276,2254485307,31.9,0.0054
126,2254860556,61.5,0.0030
546,2251314614,67.9,0.0063
512,2254619356,52.2,0.0052
276,2254347627,50,0.0028
182,2213269616,76.9,0.0030
390,2243459294,45.9,0.0048
183,2255107915,60,0.0035
563,2244833339,76.9,0.0020
563,2253528542,55.6,0.0118
276,2234226183,48.9,0.0069
586,2251756791,52.6,0.0107
430,2254424510,68.6,0.0027
587,2255168739,57.9,0.0113
52,2129558749,74.2,0.0024
512,2254728839,44.2,0.0041
512,2254887301,52.9,0.0055
52,2254928818,51.4,0.0029
170,2254354672,57.5,0.0031
142,2242965297,48,0.0019
545,2234172408,50,0.0020
36,2255045225,80,0.0023
56,2255091795,50,0.0025
36,2255169912,56,0.0530
154,2254906929,48.5,0.0026
202,2255175722,55,0.0031
574,2232165661,64.3,0.0033
555,2255336841,48.7,0.0119
570,2227758062,45.2,0.0033
563,2243210150,60.2,0.0065
396,2255357132,50,0.0020
555,2252840746,44.3,0.0076
541,2255398035,40,0.0023
183,2200724976,52.2,0.0036
555,2248422651,68,0.0019
555,2252178424,62.1,0.0023
570,2218884531,71.4,0.0022
546,2253510423,41.4,0.0023
512,2255578244,60,0.0023
583,2253805364,51.9,0.0021
182,2254105050,41.4,0.0023
36,2253084410,48,0.0019
548,2154535243,50,0.0039
586,2249009507,73.1,0.0020
555,2200115510,53.4,0.0045
556,2255087190,61,0.0138
182,2199814800,41.5,0.0032
563,2254977670,64,0.0019
36,2255008850,51.3,0.0030
56,2255501603,41.2,0.0027
555,2255226921,63.3,0.0038
441,2251774166,65.9,0.0034
563,2255621812,56.5,0.0054
545,2255662526,49.2,0.0051
36,2255727169,53.5,0.0055
585,2255439184,59.1,0.0051
548,2249085361,75,0.0025
512,2254267464,65,0.0031
571,2237396519,50,0.0033
36,2255768166,63,0.0021
183,2206396432,60.5,0.0063
276,2250096913,71.4,0.0033
556,2235132050,68.3,0.0032
555,2255824499,48.6,0.0029
556,2255870640,68,0.0019
430,2255898874,74.3,0.0055
555,2255391856,84.8,0.0026
182,2200831212,63,0.0021
441,2255383233,53.8,0.0020
36,2250245357,61.2,0.0052
199,2253513567,61.3,0.0024
199,2255842854,29.4,0.0040
555,2212146657,52.5,0.0046
555,2255216588,65.4,0.0020
538,2204054824,51.5,0.0026
182,2203816086,60.7,0.0022
182,2252735127,61.3,0.0024
276,2255547769,50,0.0044
162,2253154297,61.7,0.0037
430,2256041110,59,0.0143
150,2255569190,63.5,0.0041
338,2251640456,50,0.0020
563,2255617640,63,0.0084
563,2256112154,63.4,0.0073
512,2255366013,43.2,0.0029
150,2256122247,57.4,0.0053
182,2255765011,76.1,0.0036
563,2255328169,61.2,0.0052
563,2256251562,62.5,0.0031
198,2255955594,58.1,0.0024
555,2252857945,41.2,0.0027
150,2256336206,54.1,0.0085
36,2255807027,31.1,0.0035
36,2255919272,53.7,0.0064
276,2234844383,56.3,0.0037
161,2250070496,37.5,0.0025
555,2252164218,53.3,0.0023
563,2255611877,51,0.0040
276,2240646979,60.5,0.0030
555,2254474620,43.6,0.0030
556,2248766448,55.8,0.0034
557,2256151815,70.6,0.0027
587,2256678587,66.7,0.0021
338,2252950394,56.3,0.0025
56,2255973117,52.3,0.0034
555,2255912932,59.3,0.0042
371,2254326314,50,0.0027
574,2243019018,41.4,0.0023
150,2256923543,72.2,0.0028
555,2247760475,62.1,0.0023
182,2256405273,76.5,0.0040
56,2253196665,77.4,0.0024
150,2250336171,66.7,0.0021
161,2185716930,40,0.0019
396,2257126950,61.1,0.0028
512,2208899646,44,0.0019
371,2243937477,50,0.0020
338,2213929533,52.4,0.0033
587,2244405673,47.2,0.0028
556,2250643823,52,0.0019
182,2254060142,42.3,0.0020
585,2256923123,48.7,0.0030
390,2199481258,30.8,0.0020
183,2200618754,47.7,0.0034
571,2256863268,58.1,0.0034
563,2253893748,63,0.0021
570,2242278942,76.7,0.0023
2,2198786964,58.1,0.0048
555,2248396634,60.7,0.0022
276,2252301372,51.5,0.0026
557,2254568846,57.1,0.0022
338,2254402772,53.7,0.0032
555,2251173970,45.9,0.0029
512,2200486676,61.3,0.0024
574,2245355585,54.1,0.0029
546,2254839231,68.2,0.0034
555,2254638360,38.8,0.0038
570,2213608048,52.2,0.0036
276,2248714103,47.2,0.0028
555,2253790275,53.8,0.0020
538,2255195741,53.6,0.0022
556,2255158169,65.4,0.0020
202,2255296726,48.1,0.0021
563,2255755887,67.6,0.0029
563,2253573562,51.7,0.0023
150,2253903136,55.3,0.0030
36,2256258504,52.9,0.0027
25,2242445412,54.3,0.0027
182,2256153801,50,0.0023
430,2255067539,51.5,0.0026
555,2256464877,60,0.0019
512,2203070042,50,0.0022
512,2249316891,48.6,0.0029
338,2256820980,54.4,0.0044
338,2257237694,72,0.0019
390,2250744506,48.1,0.0021
555,2254245706,41.9,0.0024
583,2252372952,40.7,0.0021
586,2253590212,48.6,0.0027
555,2250878453,64.7,0.0027
126,2253313110,72.4,0.0023
555,2251571418,70.5,0.0034
150,2251538686,50,0.0027
338,2253242284,46.2,0.0020
555,2256478063,59.4,0.0025
556,2245937127,58.6,0.0045
555,2255709638,69.4,0.0028
555,2255374976,59.5,0.0029
52,2256170231,65.4,0.0020
36,2254829846,54.1,0.0029
587,2247515817,52,0.0039
555,2256499874,55,0.0031
563,2256644983,60,0.0023
587,2249145477,53.8,0.0020
512,2114238329,44,0.0019
563,2255742868,54.5,0.0026
586,2255790587,51.9,0.0021
338,2249896245,53.1,0.0025
162,2256779162,59.5,0.0029
150,2256963334,40,0.0023
182,2218122382,54.3,0.0036
36,2254977197,63,0.0021
161,2251679812,53.2,0.0062
587,2246817593,48.5,0.0026
555,2255630221,53.3,0.0035
547,2198068700,60,0.0027
563,2257042117,71.4,0.0038
556,2244349747,73.8,0.0033
555,2247523797,56.7,0.0047
182,2220714018,36,0.0019
126,2071917133,44.2,0.0034
563,2253708997,64,0.0058
563,2256396371,52.9,0.0027
587,2257333048,61.5,0.0030
563,2257219330,47.9,0.0037
555,2253434970,42.9,0.0022
276,2257516468,43.3,0.0023
555,2249481200,58.1,0.0024
571,2253550947,50,0.0027
586,2254238112,50,0.0020
557,2246497209,37,0.0021
583,2254228584,69,0.0023
36,2250946331,44.3,0.0048
548,2218535350,56,0.0066
556,2243267130,62.9,0.0027
170,2242936788,51.9,0.0042
441,2255068375,50,0.0023
56,2254195233,63,0.0021
36,2255041514,50,0.0022
578,2243243260,51.6,0.0024
182,2252020255,56.1,0.0032
276,2249182452,84.6,0.0020
558,2254685365,78.6,0.0022
587,2250076382,38.6,0.0034
541,2253786858,65.5,0.0023
585,2250176539,45.5,0.0026
430,2255276283,50,0.0022
557,2199120631,36.7,0.0023
555,2228708033,48.3,0.0023
586,2243713916,53.6,0.0022
555,2256173830,53.6,0.0022
555,2256247836,64.8,0.0042
36,2254362019,73.3,0.0035
563,2256459114,63.9,0.0028
25,2199460398,46.4,0.0022
555,2249358583,71.4,0.0022
154,2256629094,42.9,0.0022
430,2256700754,50,0.0022
141,2200317636,52,0.0019
338,2254571314,55.6,0.0021
338,2256966867,51.5,0.0026
571,2253099166,80,0.0019
211,2257518462,54.8,0.0024
563,2254523171,75,0.0022
587,2252343076,53.6,0.0022
441,2252642556,50,0.0022
338,2254687714,84.6,0.0020
182,2252076214,51.6,0.0024
441,2252836820,56,0.0019
555,2255820226,39.3,0.0022
555,2246429637,55.6,0.0397
555,2251796763,57.9,0.0030
555,2253363564,52.1,0.0256
541,2238656892,49,0.0038
570,2212525184,58.8,0.0930
441,2244587598,53.2,0.0965
441,2248404163,56,0.0019
183,2163767974,59.2,1.0741
338,2203455150,55.4,0.1750
276,2217419493,53.3,0.0142
62,2019050331,56.2,0.0625
538,2199412397,52.8,0.0041
170,2251753587,50.5,0.0083
338,2242956619,55.7,0.1233
338,2253634786,50,0.0022
571,2233210876,33.3,0.0126
276,2211986061,55.4,0.0079
126,2198801165,50,0.0097
555,2253937772,68.4,0.0030
512,2200372131,41.4,0.0023
182,2204180019,69,0.0045
338,2243114282,52.8,0.0296
571,2221244124,40.2,0.0235
56,2253650104,86.7,0.0023
276,2170187868,57.7,0.0814
199,2197104197,54.4,0.0053
538,2253414709,50,0.0020
587,2253223432,45.8,0.0037
555,2253424739,51.5,0.0026
555,2254053175,58.1,0.0034
441,2249291408,49.1,0.0083
338,2250794747,63,0.0021
563,2253562172,53.1,0.0075
276,2247955349,53.6,0.0225
199,2198785697,34.5,0.0068
548,2151578630,50.5,0.0074
430,2253220234,58.3,0.0037
587,2248063300,55.3,0.0030
555,2250265762,62.5,0.0056
555,2250927946,34.2,0.0030
555,2252375804,64.3,0.0044
587,2253829842,48.5,0.0026
512,2201466937,40,0.0105
512,2247893718,57.1,0.0027
541,2253101301,38,0.0039
441,2211616876,54.8,0.0033
338,2252891481,64.7,0.0027
571,2253602064,48.3,0.0023
563,2253712645,68,0.0095
276,2244710179,54.1,0.0105
276,2253665152,65,0.0031
538,2233803929,62.5,0.0031
161,2240828234,47.1,0.0040
555,2247393142,42.9,0.0022
555,2248455737,46.4,0.0022
555,2250792259,58.1,0.0024
170,2033723267,88.9,0.0021
560,2253206099,55.3,0.0030
441,2238078725,43.8,0.0025
142,2254106897,41.2,0.0027
563,2254092366,55.2,0.0075
25,2201660879,38.5,0.0020
276,2233486565,47.8,0.0514
198,2244795392,56.7,0.1413
198,2247035473,60,0.0039
126,2071846675,58.8,0.0625
586,2243411228,63.9,0.0028
555,2248937939,50.5,0.0074
52,2130365181,62.3,0.0095
512,2234812693,58.4,0.0069
512,2254288269,45.5,0.0026
211,2250329678,67.3,0.0038
182,2205705683,48.9,0.0035
338,2252491943,56.3,0.0025
36,2254205193,54.8,0.0024
563,2254253388,61,0.0032
276,2248675019,53.2,0.0087
276,2249433546,62.1,0.0023
126,2252055593,57.1,0.0955
430,2206656808,54.3,0.0036
557,2242945707,56.3,0.0050
555,2245358159,58.9,0.0148
150,2247479899,75,0.0022
560,2251996049,57.9,0.0044
563,2254305094,63,0.0021
276,2244047310,62.4,0.0079
430,2241747085,65.4,0.0020
170,2231962780,70.5,0.0034
586,2253124583,47.1,0.0040
555,2254139700,68.8,0.0025
555,2254442529,72.7,0.0026
563,2249183132,64.3,0.0044
555,2243777964,56.7,0.0047
512,2239888276,80.5,0.0032
512,2252389935,37.5,0.0025
182,2198885856,45.9,0.0029
276,2251372179,80.6,0.0028
569,2251647355,60,0.0019
430,2253632461,50,0.0042
587,2254481266,41,0.0065
512,2254537829,42.9,0.0022
170,2247649825,68.8,0.0025
555,2234134298,56.4,0.0061
555,2254275834,67.5,0.0060
390,2254455548,44.7,0.0037
338,2247111718,57.7,0.0020
338,2254630296,54.3,0.0256
563,2245554180,58.4,0.0060
571,2250162061,40,0.0058
36,2254570025,58.7,0.0036
276,2253989538,58.9,0.0057
199,2253647923,44.8,0.0023
512,2250238160,65.4,0.0020
512,2251082261,44.9,0.0038
150,2254640413,53.4,0.0057
56,2249758175,59.6,0.0037
276,2253821035,55.8,0.0041
2,2253290138,47.4,0.0059
162,2254712552,80,0.0023
555,2245842302,58.5,0.0041
150,2250215700,60.2,0.0161
150,2253105323,53.3,0.0023
182,2247408548,45.7,0.0063
338,2252327793,50,0.0030
56,2254235621,43.7,0.0055
563,2254753000,64.4,0.0035
307,2254287253,53.8,0.0030
563,2249676603,51.6,0.0050
563,2254038507,57.4,0.0042
161,2253756983,57.3,0.0091
587,2254699766,60.5,0.0030
546,2243431252,62.1,0.0023
150,2251717765,76.2,0.0098
512,2253049962,35.6,0.0105
571,2234028698,50,0.0020
36,2254893261,62.1,0.0023
555,2247640931,44.2,0.0041
574,2222391978,46.9,0.0025
563,2254969958,50.8,0.0049
585,2243558027,48.1,0.0021
586,2244444513,44.4,0.0021
563,2253107630,51.4,0.0027
276,2254914017,48.3,0.0047
555,2254086517,55.1,0.0054
555,2254936987,56,0.0019
170,2254348180,62.5,0.0025
170,2255006895,46.7,0.0023
182,2251568721,51.5,0.0051
338,2246438789,59.5,0.0029
338,2251338582,63,0.0021
571,2227188078,50,0.0109
563,2251369255,62.5,0.0031
571,2254091132,58.1,0.0034
430,2251831025,51.3,0.0088
587,2247593262,44.4,0.0021
555,2253847436,57.1,0.0022
512,2199367100,52,0.0019
170,2247025066,73.2,0.0032
441,2220188431,52.9,0.0040
390,2254644058,60,0.0019
276,2253281199,60,0.0039
574,2255189676,58.9,0.0131
548,2247260226,73.3,0.0035
170,2123030096,78.6,0.0022
561,2227190696,53.7,0.0042
338,2252677880,56.6,0.0041
276,2254458431,53.6,0.0054
555,2234280855,48.6,0.0027
556,2244689431,71,0.0048
512,2243005129,60.9,0.0036
182,2241886992,52.6,0.0153
338,2243392541,60.5,0.0034
563,2255356818,50,0.0048
276,2249062393,66.7,0.0037
512,2255412398,68,0.0019
563,2253237091,71.1,0.0035
276,2254026275,51.4,0.0029
276,2255332344,58.7,0.0036
430,2255334275,62.2,0.0029
512,2255401261,61.8,0.0027
182,2220211643,46.4,0.0022
563,2249086110,60.6,0.0085
56,2252521946,47.7,0.0034
198,2246691262,58.3,0.0037
586,2243580724,50,0.0020
586,2251007080,42.9,0.0027
430,2253667724,71.7,0.0036
396,2255109317,43.8,0.0050
586,2255452370,63,0.0021
430,2248086526,46.2,0.0020
570,2219828793,63.2,0.0030
390,2254648505,63,0.0021
563,2253689862,67.6,0.0029
538,2221027827,46.5,0.0034
150,2254309174,59.4,0.0025
512,2255444806,51.5,0.0026
161,2254025688,57.6,0.0026
544,2158970039,24,0.0039
512,2198886502,55,0.0031
52,2200780545,75.7,0.0029
338,2236800949,60,0.0055
338,2252914309,40.8,0.0055
56,2255644617,61.9,0.0033
36,2255783372,39,0.0032
546,2250184481,50,0.0034
276,2233096357,52.9,0.0027
546,2255819587,57.5,0.0094
555,2244906278,60,0.0023
182,2255355530,50.9,0.0043
307,2255370256,47.4,0.0059
555,2254931233,46.9,0.0025
555,2255948410,55,0.0031
441,2255917392,47.1,0.0040
546,2243371509,46.2,0.0041
587,2247449479,68.4,0.0030
182,2136228376,57.5,0.0031
142,2253147200,36,0.0019
150,2251917973,68.4,0.0044
182,2253323527,61.9,0.0033
338,2253269587,69.4,0.0056
563,2256018546,41.4,0.0023
396,2251897573,40.7,0.0046
512,2226475417,58.8,0.0027
512,2243757226,48.3,0.0023
396,2256184373,50,0.0033
571,2235575532,43.4,0.0153
563,2256156202,63.6,0.0026
563,2256251160,56,0.0019
2,2247439843,50,0.0062
587,2254296083,69,0.0023
556,2255773832,58.1,0.0024
338,2255339142,69.2,0.0020
56,2254350272,57.5,0.0031
569,2202072599,58.1,0.0024
548,2153385437,50,0.0022
162,2242947714,58.1,0.0034
556,2255220758,66.7,0.0044
587,2256154115,65.5,0.0023
31,2022388637,27,0.0087
56,2244664144,52.8,0.0028
563,2255844590,55.3,0.0030
161,2256409751,55.2,0.0023
555,2256430026,40,0.0023
150,2251915733,57.6,0.0026
570,2212555914,64.3,0.0044
141,2253939271,67.7,0.0048
544,2256002462,60.7,0.0022
182,2256179414,66,0.0037
36,2256532119,57.4,0.0037
546,2245772953,66.7,0.0040
512,2256486223,85.7,0.0038
150,2256658440,60,0.0097
555,2247534631,35.3,0.0027
338,2247144044,58.8,0.0066
586,2252330786,32.6,0.0072
182,2213471177,61.4,0.0129
182,2256801492,45.7,0.0027
276,2236534199,60.7,0.0066
546,2254327198,69.2,0.0020
586,2256009991,63.2,0.0030
546,2256613930,71.4,0.0022
338,2256752996,57.1,0.0022
36,2256814251,47.4,0.0030
154,2254842034,48.4,0.0048
170,2256427349,50,0.0031
276,2256887939,49.1,0.0044
556,2237550508,75,0.0022
561,2243513258,55.3,0.0030
56,2254024379,52.5,0.0048
555,2212254032,51.9,0.0021
36,2257019921,55.6,0.0021
396,2255943772,60.8,0.0040
441,2255950127,53.8,0.0051
56,2255941903,62.5,0.0025
587,2247969513,62.5,0.0031
183,2257149759,71,0.0024
563,2253745607,50,0.0023
198,2248696514,55.3,0.0059
563,2253902149,52,0.0039
563,2256051862,31.3,0.0050
570,2237984326,54.8,0.0024
546,2255155933,55.2,0.0023
555,2248169460,45.5,0.0026
557,2256924211,50,0.0022
512,2200502808,56.5,0.0036
430,2243020271,48.1,0.0021
574,2253880822,60,0.0023
150,2251460941,58.8,0.0027
587,2246824836,63.3,0.0023
574,2253488858,84,0.0019
587,2247521396,64,0.0019
574,2253509030,70.6,0.0027
563,2254044035,69.8,0.0034
211,2254088327,46.7,0.0023
512,2248156453,46.2,0.0020
512,2199036483,49.2,0.0049
126,2071880663,55.9,0.0027
162,2253050578,51.7,0.0023
512,2254918766,54.2,0.0037
586,2254550655,38.5,0.0020
555,2252241236,64,0.0019
56,2248522943,48.9,0.0035
276,2255391231,63.6,0.0034
555,2253677633,64.6,0.0037
56,2255086939,67.5,0.0031
577,2255545510,68,0.0019
56,2254608526,50,0.0022
390,2240147619,75,0.0022
546,2245043392,53.1,0.0025
574,2255446451,37.1,0.0027
182,2235158137,59.4,0.0025
569,2240205659,57.9,0.0030
548,2255849455,51,0.0038
182,2210470897,81.5,0.0021
548,2228811702,65.4,0.0020
182,2256348283,71.4,0.0027
441,2253123923,47.2,0.0028
574,2254156406,46.2,0.0020
338,2251957622,57.6,0.0026
563,2255524392,54.8,0.0024
276,2239202426,48.1,0.0021
556,2256284310,66.7,0.0021
56,2244527540,51.9,0.0021
555,2236405146,59.4,0.0025
555,2242977010,57.1,0.0038
556,2243085211,59.4,0.1736
555,2244114376,54.6,0.1299
52,2199320541,58,0.2764
512,2242938072,28.3,0.0041
150,2251590546,56,0.0019
441,2205340107,53.2,0.1646
249,2022387899,63,0.0331
563,2212111764,57.9,0.0158
563,2245041495,58.2,0.0574
126,2198867902,62.1,0.0023
202,2247095620,58.1,0.0058
548,2200931631,54.9,0.0040
586,2247115769,53.4,0.1311
586,2248137481,69.9,0.0057
569,2198759588,57.9,1.2584
371,2242952904,46.3,0.1591
512,2253928983,51.7,0.0023
211,2243255794,58.5,0.0378
563,2242987293,56.5,0.0036
276,2238224033,51.4,0.0109
430,2253914967,48.6,0.0027
150,2251688440,57.6,0.0532
338,2251100672,55.5,0.2327
563,2251478890,46.4,0.0054
56,2251754451,61.3,0.0024
563,2253970268,67.6,0.0027
162,2243210587,45.5,0.0026
555,2245380590,53.8,0.0165
555,2251395892,57.7,0.0020
141,2253986399,37.5,0.0031
183,2232407666,68.6,0.0055
538,2221097840,51.4,0.0027
569,2198933380,57.7,0.0020
587,2246454770,62.7,0.0065
555,2249338870,40,0.0031
555,2250780479,58.6,0.0045
556,2253985703,65.4,0.0063
338,2252164427,48.6,0.0027
338,2252676125,47.2,0.0028
31,2253890896,74.2,0.0024
56,2235727532,44.6,0.0180
571,2249771467,40.7,0.0214
276,2247855461,23.8,0.0033
276,2253733498,51.6,0.0073
548,2130567079,54.6,0.0093
555,2231017416,64,0.0039
555,2244578120,60.2,0.0065
512,2215834950,62,0.0107
150,2250735415,53.7,0.0115
541,2254215170,44.4,0.0021
141,2161416263,62.3,0.0041
182,2205512085,60.8,0.0040
182,2253874455,67.4,0.0034
141,2254191258,55.6,0.0021
338,2253253238,57.8,0.0050
56,2208854389,46.9,0.0038
563,2242938685,66.7,0.0058
563,2253415943,64,0.0087
126,2247052516,62.5,0.0025
2,2249035193,46.2,0.0020
430,2251001088,61,0.0096
396,2252023419,41.7,0.0028
555,2252724847,48.5,0.0051
182,2201303359,62.1,0.0278
563,2253995746,48.3,0.0023
276,2252214657,54.7,0.0050
546,2254257175,88,0.0019
556,2235593755,56.3,0.0105
390,2254332781,33.3,0.0030
31,2253914823,58.5,0.0032
126,2072238412,49.7,0.0136
161,2254338379,45.3,0.0041
56,2237964200,32,0.0019
556,2244006076,63.6,0.0051
557,2253410020,66.7,0.0047
150,2250760804,63.3,0.0023
570,2224695802,65.6,0.0025
56,2251867546,56.4,0.0030
126,2243442980,54,0.0049
548,2254451295,52.5,0.0031
2,2252042227,53.3,0.0023
371,2254376272,76,0.0019
587,2245136299,73.1,0.0020
557,2246734705,53.1,0.0025
276,2225030508,48.1,0.0021
430,2253710646,50,0.0023
555,2249260178,50.3,0.0112
512,2198914283,57.1,0.0033
546,2124063203,70,0.0023
556,2247004552,60.6,0.0026
512,2202430032,37.9,0.0023
150,2251900726,60.6,0.0026
338,2201503981,47,0.0065
338,2206798829,72,0.0019
276,2254429123,45.2,0.0024
276,2254632384,56.6,0.0041
556,2243321391,63.3,0.0085
557,2245641529,44.1,0.0027
512,2237872713,57.1,0.0027
570,2213105494,53.2,0.0097
141,2214126588,57.9,0.0083
36,2204666104,32,0.0019
276,2126924482,50.7,0.0055
276,2254667389,54.5,0.0086
512,2243053036,39.4,0.0026
574,2237245635,62.8,0.0034
563,2253302194,65.7,0.0052
563,2254490870,54.8,0.0243
563,2254792218,48.6,0.0029
441,2252375384,45.3,0.0041
199,2253515576,57.7,0.0020
538,2211302623,51.6,0.0024
430,2239689484,45.5,0.0026
396,2252857704,70.4,0.0021
555,2254561319,64,0.0019
570,2254516268,59.3,0.0021
276,2249695552,57,0.0062
276,2250767198,60.7,0.0022
276,2254408668,56.1,0.0032
574,2233226672,60.3,0.0057
563,2254535193,56.3,0.0037
555,2252309358,39.7,0.0057
570,2223615832,59.4,0.0025
170,2253994874,59.6,0.0041
142,2234382043,36.4,0.0060
571,2254018750,60,0.0023
276,2237252135,65.7,0.0027
276,2251404933,60,0.0019
211,2224629314,70,0.0023
545,2254143436,51.2,0.0064
587,2246341056,57.5,0.0068
555,2246542675,62.2,0.0029
555,2251574945,59,0.0030
587,2255169631,47.8,0.0072
150,2251993345,60.5,0.0034
548,2138133345,58.1,0.0067
555,2244642858,58.8,0.0040
587,2253868280,54.1,0.0029
170,2248219899,56.3,0.0025
142,2213905642,50.7,0.0052
574,2219172730,57.7,0.0041
390,2248548005,57.4,0.0042
36,2252370402,50,0.0041
36,2255199652,51,0.0078
586,2254731310,52.8,0.0028
430,2252004203,56,0.0019
587,2250056738,65.7,0.0027
555,2251144540,64.3,0.0033
390,2253887920,40.5,0.0058
36,2205562471,62.9,0.0027
56,2254740864,51.4,0.0029
556,2255264667,66,0.0041
563,2243340005,62.9,0.0027
36,2255316411,57.1,0.0027
276,2254858728,55.9,0.0027
556,2233093132,72.2,0.0042
583,2254196128,46.4,0.0022
170,2255376230,63.8,0.0037
563,2255370290,68,0.0019
577,2255118621,13.8,0.0023
583,2244205413,44.4,0.0035
563,2254678115,61.4,0.0034
36,2254926367,53.8,0.0062
548,2157613502,69.4,0.0048
161,2233889090,63.6,0.0026
555,2250796041,39.3,0.0022
512,2199310039,53.2,0.0037
512,2251885577,40,0.0019
574,2255495968,76.1,0.0036
338,2249884885,54.3,0.0027
585,2250331374,45.8,0.0037
276,2255062709,46.7,0.0070
548,2129206408,61.8,0.0043
555,2254291926,53.2,0.0037
512,2199918391,57.1,0.0122
563,2254111687,66.7,0.0033
276,2218665946,43.3,0.0023
586,2243672982,48,0.0039
548,2255569759,54.1,0.0029
555,2242943729,54.8,0.0033
555,2245105578,52.2,0.0036
556,2250392072,41.5,0.0156
555,2253755300,56,0.0019
441,2255633044,52.6,0.0044
36,2251436939,59.3,0.0042
563,2255375573,40.5,0.0029
555,2245580829,50,0.0023
52,2132796125,64,0.0019
570,2255279184,61,0.0032
276,2233485085,57.9,0.0030
276,2242943838,44.7,0.0037
276,2255731672,57.8,0.0050
555,2253601715,48.1,0.0021
555,2254742251,58.6,0.0055
512,2199098246,37.3,0.0046
563,2255251523,48.8,0.0032
574,2255811453,47.5,0.0031
276,2254613017,47.2,0.0028
276,2238162105,71.9,0.0025
276,2255400934,44.5,0.0086
161,2255228969,54.5,0.0480
211,2253965679,59.3,0.0021
182,2200610376,93.3,0.0023
183,2254932726,61.5,0.0020
571,2246941330,47.5,0.0094
162,2249842366,58.7,0.0058
555,2256018610,56.3,0.0025
555,2256030097,65.5,0.0023
183,2256032295,50,0.0022
571,2247779953,63,0.0042
