,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Twilight Drake,0.007293475,-0.2103406,0.33157346,0.4989579,0.14970155,0.56849504,0.78942955,0.5146835,0.07803576,-0.06156533,-0.15810552,-0.266544,0.71139365,0.09735525,-0.19394706,-0.44858375
Psychic Conjurer,-0.41443107,-0.6072208,0.11575049,0.10247443,0.2052525,0.2701239,1.1303108,1.1509967,0.1517529,-0.011936034,-0.35548115,-0.65105724,0.1889327,0.3482343,-0.4211919,0.40527874
Infantry Reanimator,0.9692514,-0.103062786,0.061181866,0.4972426,-0.043328617,-0.48910332,1.7914373,-0.034313895,-1.3226396,0.024053818,-0.10007607,-0.17459433,0.09565594,-1.0143455,0.679862,0.64343095
Impfestation,0.40032923,0.08088169,0.35790735,-0.29453805,-0.21854044,0.30421108,1.2225161,-0.71298844,-1.2428597,0.32292506,-0.43583742,-0.4243618,0.14600609,-0.86489123,0.3775326,0.60325193
Irebound Brute,0.65541685,-0.5049571,-0.2315941,-0.22046216,0.24513529,0.18763281,0.689659,0.21743578,0.2466164,0.051741954,-0.44313926,0.011325785,0.041615073,-0.50967705,0.25451756,0.19189323
Serena Bloodfeather,-0.56498337,-0.17886077,0.07074371,0.24609767,0.59248644,-0.04632051,1.0848225,0.85010993,-0.34596905,-0.15397395,-0.33708134,-0.64991385,0.38387766,0.10337372,-0.57002395,-0.03069014
Pride Seeker,0.6492139,-0.74180484,1.0434824,-0.3469343,0.5511584,0.53807825,0.6378599,0.44487792,-0.55340374,-0.6901112,0.005315697,0.108462386,1.0671432,-0.4677367,0.2680703,-0.16448115
Burning Blade Acolyte,-0.44573385,-0.46676195,0.014194975,0.5855213,-0.33297223,-0.3174576,0.99961543,0.16290972,0.373657,-0.13725455,-1.3226633,-0.47221452,0.23720655,-0.7783309,1.2000725,0.60135365
Living Roots,0.49623516,-1.1507405,0.6073169,-0.9749227,0.29544428,0.4637598,0.27962834,0.09324615,-0.17578654,0.013826909,0.33104655,-0.588137,0.9238498,-0.25289518,0.8156968,0.07820352
Deathborne,-0.114269406,-0.6338417,0.115792796,0.5508375,0.629615,0.928636,0.14370728,0.22208361,-0.26993582,0.7621246,0.055936977,-1.0490261,0.104237966,-0.93304294,0.12666921,-0.7173435
Crossroads Watch Post,-0.14037502,-0.33860356,0.09831877,0.014085444,0.2722577,0.2218844,1.0607369,0.026240725,0.20686531,-0.07125725,0.043304186,0.016940046,0.5339956,-0.07245403,-0.675494,0.01916993
Motion Denied,0.51773834,-0.7651846,-0.58407366,0.59353065,1.077483,0.2651427,-0.096006684,-0.73798054,-0.59792256,-0.45922986,-0.21964937,-1.3191361,1.0231713,-0.6176072,-0.5384806,0.7801236
Injured Tol'vir,-0.07183943,-0.8745978,0.70138377,-1.1381886,1.0455762,0.17716831,0.8117843,-0.09183796,-0.7574966,0.7901152,1.0652759,-0.5112446,0.09751262,-0.100637875,0.6329187,0.15355489
The Countess,-0.2130592,-1.2120854,-0.393731,-0.1519613,0.66372937,2.5409057,1.2533638,-0.5706101,-0.320802,-0.53062344,-1.3766446,0.4215097,0.43894288,0.018384174,-0.33580202,0.25535598
Bottomfeeder,0.50629324,-0.6771436,1.078437,-0.4529427,0.41264924,0.31893596,0.5099378,0.5748697,-0.34595653,-0.24936405,0.11562983,-0.32853955,0.88158566,0.06477878,0.3845955,0.23250936
Mankrik,0.0645886,-0.28735992,-0.3281409,-0.14332207,0.21660201,0.3167038,0.895831,0.35308382,0.24835235,0.4747262,-0.039315883,-0.5455122,0.12402012,-0.23516229,0.07037891,-0.31225687
Dun Baldar Bridge,0.2168205,-0.90695006,-0.3114995,-0.1820025,1.1038631,2.5988543,1.3238744,-0.2776417,-0.0003738346,-0.08814136,-1.7785252,0.4396191,0.40583694,0.341253,0.10729322,0.09553365
Illidari Inquisitor,1.0256474,-1.1774404,-0.6956486,-0.64716035,0.3042644,-0.20072398,1.3248051,0.03568,0.8058834,0.6421762,-0.7811038,-0.19674757,-0.092705175,-0.96640235,0.5140906,0.36961392
Baron Geddon,0.38235217,-0.906234,-0.07311822,-0.5268506,0.01897683,-0.39514858,0.94568235,0.5764969,0.442386,0.051542338,-0.48341173,-0.2184408,0.53914523,-0.18645623,0.20817378,-0.0236808
Jackpot!,-0.73069036,-0.8014539,0.78450364,0.5754796,0.6948313,-0.39642116,0.5766629,-0.43822816,-0.01634866,-0.5075415,-0.8515099,-0.47985238,0.33849403,-0.694627,0.38609597,-0.04036289
Spectral Sight,0.81435084,-1.2690402,-0.70227647,-0.87896305,0.43185475,0.38750806,1.0098122,0.042560417,0.88576597,0.7727025,-0.62387884,-0.390528,-0.024035713,-1.2815754,0.31311038,0.021970171
South Coast Chieftain,0.25983143,0.27026898,1.26991,0.16628125,0.9222962,1.0273322,1.3684067,-0.9957961,0.18098678,0.12812273,0.017279584,-0.6840588,-0.780295,-0.0067011635,0.66292673,1.0934485
Blazing Transmutation,1.421082,0.12695377,0.7444317,0.83931667,0.7197053,0.29521742,1.1541072,-0.012708325,0.061924607,0.04106445,-0.78798,-0.39074293,-0.08705273,3.0383339e-05,0.7119787,1.2539663
Sanguine Depths,-0.42281413,-1.1058095,0.35045612,-0.7854563,1.7592882,0.17841814,0.9026835,-0.71585727,-0.4361168,1.133623,0.815375,-0.343633,-0.2714695,-0.19004512,0.43749893,0.12280843
Frost Strike,-0.1279779,-0.9832047,0.32191747,0.4861465,0.2019905,0.41341364,0.95762604,-0.09658852,0.35639653,-0.08437845,0.7911293,0.19472665,0.12291961,-1.05463,-0.8761879,0.46797884
Fogsail Freebooter,-0.8668299,-0.041178484,-0.27316427,0.031603593,1.6957724,0.47102985,1.3942432,-0.56349313,-0.5857097,-0.5629958,0.7149014,0.12866673,0.35742664,-0.009550784,1.2426825,-0.11088854
Smothering Starfish,0.0060461215,-0.1105109,0.33838233,0.19611926,0.38267136,0.3296219,0.637846,0.18629389,-0.34487447,0.08943672,0.002858375,0.24217643,0.4606582,-0.59448,-0.13614881,-0.16969724
Natural Causes,0.5525615,-0.9972119,0.5586197,-0.5423503,0.11089813,0.5002772,0.3870306,0.5051754,-0.113722846,0.14767437,-0.00028989196,-0.36722434,0.95517397,0.03872047,0.1884727,0.011818133
Soul of the Forest,0.4494024,-0.80078316,0.5504169,-0.68237007,0.34873143,0.43934566,0.48530185,0.23300767,-0.14462924,-0.17387092,0.41391328,-0.4000048,0.906221,-0.19270577,0.47428477,0.14914744
Glugg the Gulper,1.1114806,0.018841285,0.8810809,0.85900766,0.69201094,0.37777668,1.0246499,-0.02686022,-0.10050647,0.2148974,-0.60373896,-0.31531084,-0.17235689,0.13723694,0.7347162,1.3791208
Grey Sage Parrot,-0.13624898,-0.1387833,0.60495424,0.61876404,0.71998394,0.9754191,0.05573613,0.70767736,-0.41513047,0.66837883,-0.17280193,-0.33944628,0.28667527,-1.0365543,-0.05925162,0.026705269
Vulpera Scoundrel,-0.09152586,-0.097956166,0.2452404,0.5795843,0.32465696,0.37858143,0.72198623,0.10208853,0.12130247,0.0906996,-0.29793638,-0.1724306,0.35552448,-0.34496865,-0.3541995,-0.28459278
Lightray,-0.4260605,-1.1723171,-0.39537197,-0.13281451,0.6134587,2.5847077,1.3004851,-0.44690076,-0.2552806,-0.5375237,-1.3679911,0.36934188,0.63462895,0.100266375,-0.13367687,0.44617274
Wrath,0.584968,-0.7372178,0.6809223,-0.37644172,0.14383829,0.2562839,0.59815174,0.34417203,-0.31241134,-0.094594754,-0.09489689,-0.2774236,0.9727521,-0.023458991,0.36183548,-0.30309814
Piggyback Imp,-0.27164307,0.20093353,0.34519684,0.051752213,-0.049121372,0.055375975,0.7585002,-1.0702858,-1.1656872,0.0308657,-0.8330114,-0.4028985,0.44157654,-1.0454112,0.46843815,0.3564455
Blood in the Water,-0.65507036,-0.71805316,0.5428968,0.6525456,0.39669228,-0.29044837,0.5512277,-0.010153508,0.10944932,-0.52039135,-0.8832931,-0.1486941,0.66182584,-0.900586,0.33163926,-0.10538647
Dispossessed Soul,0.16355045,-0.077814154,-0.18162476,0.42959356,0.6445171,0.13410737,0.9593245,0.25950748,0.5347466,0.34111777,0.06408527,-0.12754473,0.23851219,-0.68443924,-0.12782302,-0.3381167
Rise to the Occasion,-0.03038134,-0.6909313,-0.34402183,-0.19895652,0.41584623,1.4261438,0.8178665,-0.26676106,-0.14576718,-0.13646758,-0.88206506,0.25222933,0.1283574,0.32179675,0.13130128,0.20880261
Seeds of Destruction,0.32631534,0.13567983,0.36018056,-0.06850149,-0.41457018,0.31029874,1.4735671,-0.533959,-1.4273654,0.5512122,-0.4132973,-0.53117573,-0.07058008,-1.5278567,0.27826753,0.60558563
Shadowcloth Needle,-0.5288285,-0.59758204,-0.19978558,-0.3243625,0.5366497,0.59984535,1.3478676,0.88641775,0.173844,-0.9336673,0.29528353,-1.4050664,-0.41062665,-0.3901698,-0.07777671,0.25156114
Stoneborn Accuser,-0.030411236,-0.1811319,0.34776682,0.042352047,-0.5251567,0.00815722,1.1266804,-0.71339196,-0.7015452,0.31907985,0.048841756,-0.5064521,0.4683134,-0.7693823,-0.2385739,0.39915195
Battlefield Necromancer,-0.15205416,-0.4280083,0.40592757,0.3898978,0.037741765,0.18560027,1.3385139,-0.3702429,0.71060795,0.610097,0.8707542,-0.5659267,0.58995825,-0.29531807,0.0047302013,0.47019
Sigil of Flame,1.0925989,-0.7853721,-0.657969,-0.24288873,0.0953216,0.08081232,1.4497014,0.123638764,0.6551532,0.6518002,-0.9846414,0.023010274,-0.21034883,-1.3562497,0.7008234,0.48356467
Archdruid Naralex,-0.24887823,-0.17138855,0.5238807,0.54171616,0.49376687,0.03716854,0.8120318,0.39843604,0.2229324,0.099528804,-0.0734701,-0.183868,0.52822673,-0.26459563,-0.15156521,-0.14025955
Shady Bartender,0.19602007,0.12076242,0.65993744,-0.3670485,-0.6824522,0.38168678,1.5762981,-0.9795865,-1.3573927,0.5093322,-0.6841403,-0.7710397,0.23821853,-1.03664,-0.042930752,0.6870269
Defrost,-0.18263529,-0.8197216,0.08498029,0.7341071,0.13960321,0.29837376,1.0619274,-0.30270985,0.19149914,0.22046018,0.5406453,0.32701668,0.2414215,-0.6120982,-0.76153874,0.0695091
The Light! It Burns!,-0.33163354,-0.5688282,-0.00024280723,0.17364934,0.6245071,-0.16963686,1.1181228,0.99668354,-0.39451134,-0.30575544,-0.52374107,-0.79122734,-0.080825254,0.12472321,-0.51214474,0.19138278
Dragonbane Shot,0.941215,-0.6283275,-0.528711,0.54756534,1.1441731,0.19476008,0.10765713,-0.5386842,-1.0443789,-0.66808593,-0.15435332,-1.1841977,0.74104977,-0.26126003,-0.662114,0.69116414
Stormpike Aid Station,-0.5200386,-0.72204643,-0.15814587,0.44341013,0.2826372,-0.10480029,1.2629906,0.94098634,-0.22614233,-0.05675901,-0.5455357,-0.69719625,-0.18678035,0.13475996,-0.3987235,-0.0815745
Primordial Drake,0.10080693,-0.7332737,-0.0041027362,0.055165917,0.46582198,0.6457878,0.38712272,0.468398,-0.09404889,0.08574235,-0.20158193,0.34824315,1.0791006,0.29507774,0.033086594,0.07961905
Sinister Strike,-0.8317073,-0.46897486,0.18360087,0.6067229,0.43863183,-0.40613997,0.61301875,-0.04550368,-0.14224836,-0.4215926,-0.9998049,-0.24493407,0.2893728,-0.84227103,0.54867256,0.41543198
Grave Strength,-0.18161675,-0.4505902,0.35998017,0.24846528,-0.065330125,0.34845492,1.2390003,-0.42184085,0.74747396,0.558556,0.7298341,-0.5499817,0.5787848,-0.33469027,-0.0943558,0.5067035
Frenzied Fangs,-0.16041778,-0.49041164,-0.4973392,-0.13482383,0.86131245,0.20003088,0.2867326,-0.3369563,-0.24374954,0.569988,0.029607486,-0.8523437,1.4349446,-0.18200034,-0.13876179,1.0413252
Scourge Illusionist,-0.44789746,-0.48774087,0.22831027,0.9690812,0.20871796,-0.22347307,0.843615,-0.047526903,0.34840173,-0.37196887,-1.3362991,-0.41581526,0.55019045,-0.59402746,1.3420303,0.65420735
Humongous Owl,-0.41272232,-0.164139,-0.4775681,0.5072702,0.27220726,-0.20166647,0.74834293,0.81936777,-0.1533751,-0.32183245,-0.8375591,-0.66783977,0.6137821,0.12869331,0.26868036,0.947954
Bubblebot,-0.3316482,-0.69316137,-0.76648384,0.10780836,0.67785436,1.933785,0.7362733,-0.5879305,-0.43744,0.6647669,-0.5602962,-0.37652302,0.38925654,0.57790977,0.013346903,0.109931454
Shadow Word: Undeath,-0.4248147,-0.53904074,-0.25039667,-0.2716395,0.35379764,0.5059295,1.3164951,0.86867005,0.098870344,-0.80408573,0.22891174,-1.3953334,-0.4151723,-0.41386986,-0.07903825,0.3556817
Wound Prey,0.68463403,-0.9743015,-0.718422,0.86455584,1.3428955,0.12178143,0.028303448,-0.66851693,-0.7807905,-0.37292662,-0.27806646,-1.3804239,0.77608556,-0.2470335,-0.72783065,0.6260976
Shadow Hunter Vol'jin,0.9028728,0.25547585,0.62007403,0.8613448,0.7568275,0.15847647,0.90527874,0.4718983,-0.023163147,-0.0027659123,-0.43977177,-0.5565382,-0.065671526,0.34940043,0.2807626,0.63118154
Gadgetzan Auctioneer,1.0971804,-0.5799315,0.27103046,0.17156462,0.109955706,0.25532827,0.03756212,-0.14803052,-1.2118634,-0.15182196,-0.15897831,-0.9899658,0.6273718,-0.39801195,0.102890566,-0.16816574
Bunker Sergeant,-0.380662,-0.6273141,0.13485229,-0.34746367,0.08146077,1.3738712,0.92581487,0.051375315,-0.54599243,-0.2085846,-0.49048075,0.49126685,0.33838642,0.05424102,-0.27619487,-0.03156722
Korrak the Bloodrager,-0.34407702,-0.108235575,-0.104658276,0.27653736,0.40582237,-0.25346574,1.2475171,0.5535211,-0.33629948,0.14004439,-0.06342204,-0.40442055,0.20590568,0.089926735,-0.088810876,0.065769725
Seal of Blood,-0.13893613,-1.0517924,-0.5029185,-0.22966895,0.5830287,2.7142196,1.4241185,-0.69623417,-0.22666189,-0.8014486,-1.6551123,0.17934412,0.5333143,-0.033903155,-0.2671718,0.43577284
Reno Jackson,-0.16446576,0.013743763,0.0677768,0.44533864,0.026529994,0.3371385,0.84954566,0.21541576,-0.24980406,-0.07365987,-0.28437304,-0.26924857,0.6027572,-0.21467635,-0.4142793,-0.21804169
Defend the Dwarven District,0.7308737,-0.84764075,-0.6497451,0.66069514,1.1531293,0.026751444,0.101370394,-0.83707136,-0.56967854,-0.5697311,-0.3116105,-1.3867464,0.8888771,-0.4813886,-0.6121261,0.6475013
Reefwalker,0.0376215,-0.03613138,0.44800937,0.66065943,0.46111453,0.1369058,0.92654234,0.75593626,0.09825474,-0.09782803,-0.5495043,-0.44639146,-0.029401379,0.409856,0.21169697,0.5965937
Escaped Manasaber,0.039501876,-0.69630694,0.17662033,-0.46673673,0.24621907,0.41985783,0.5521376,0.57378316,-0.43259332,-0.29946643,-0.026659427,-0.6939106,0.92984,0.49666503,0.00447452,-0.07251561
Kabal Outfitter,0.2938531,0.16292174,0.34910676,-0.14706792,-0.22950591,0.4181437,1.3169235,-0.7990425,-1.1068875,0.20141193,-0.25340325,-0.47115517,-0.066504516,-0.7853891,0.22937338,0.607496
Mass Polymorph,0.2582615,-0.48362854,0.6586991,0.9249431,0.69272983,0.8232731,0.19262697,0.4287395,-0.23463623,0.63782173,-0.30030984,-0.78328675,-0.07609535,-0.6867697,-0.04112542,-0.4998317
Decimator Olgra,-0.22063194,-1.0733978,0.5061015,-0.9831374,1.854073,0.34139234,0.92720646,-0.6787717,-0.4912646,1.3068948,0.84860003,-0.40959233,-0.15875068,-0.22949779,0.3942972,-0.04417705
Vengeful Visage,0.25500113,-0.68116057,0.30530497,1.0155042,0.30840188,0.45044738,0.07858045,-0.0070135724,-0.6346388,0.93684286,-0.8581554,-0.9583806,0.08675205,-0.8318964,-0.2687625,-0.410037
Emerald Skytalon,-0.07038924,-0.57265794,0.67304593,-0.8064865,0.4024772,0.52507746,0.35564497,0.23579213,-0.26707527,-0.38241398,0.3883145,-0.5079043,0.6371274,-0.18509524,0.70842355,0.39108995
Death's Head Cultist,-0.20163618,-0.112421036,0.16653603,-0.057281848,-0.24485804,-0.19916208,1.3176337,0.43220475,-0.614647,0.20377097,-0.37312904,-0.34460607,0.32205617,0.08795784,-0.060798094,0.18084453
Menacing Nimbus,0.6804294,0.17699447,0.5507044,0.39054036,0.53921723,0.522673,0.92412055,-0.0071651763,-0.037139487,0.078753345,-0.41755825,-0.39233854,-0.39202175,0.117281415,0.5549085,0.8456218
Flame Imp,0.291849,0.073052354,0.4831269,-0.43802065,-0.39535752,0.37118834,1.5405328,-0.8340643,-1.5167402,0.34407502,-0.39365172,-0.5314801,0.11394399,-1.1589217,-0.11975521,0.6871676
"""Haleh Matron Protectorate""",0.4756976,-0.54486454,0.12676127,0.66887593,0.34265143,0.87330127,0.1576788,0.1095609,-0.6528757,0.81452024,-0.46779743,-0.9953441,-0.1315507,-0.7483673,0.24459638,-0.4768974
Revive Pet,0.17161672,-0.69529134,-0.7940207,0.16586395,1.1481552,-0.02249436,0.11701247,-0.33313,-0.3424369,0.2052451,-0.011855519,-0.699188,1.1234139,-0.4538749,-0.117480434,0.98740256
Moonlit Guidance,0.54666215,-0.6162216,0.9279141,-0.38169086,0.36797982,0.28643888,0.5242305,0.3210483,-0.477098,-0.42016062,0.018279122,-0.085181504,1.0843909,-0.39440104,0.100750074,-0.06897604
Blackwater Behemoth,-0.29109135,-0.43433523,0.13301578,-0.026362263,0.69951177,-0.23513372,1.1738561,0.8951205,-0.30510598,-0.11256661,-0.52990085,-0.87135476,-0.104614854,0.108028315,-0.45257896,0.0005530287
Coroner,0.034107987,-0.045110643,0.4459495,-0.053781062,0.3014599,0.6905676,0.4860184,0.12292086,-0.1655636,-0.34070837,-0.08691041,-0.09488447,0.7013664,-0.44341454,-0.025447493,-0.26171634
Daring Drake,-0.63416064,-0.6657671,0.13369428,-0.27273062,0.5540231,1.6298589,1.0596917,-0.58933437,-0.44022718,0.00012366718,-0.6596788,0.6634706,0.5128045,0.03549105,-0.18752256,-0.24986026
Stormwind Freebooter,-0.83608174,-0.25288048,-0.096774764,0.36729506,1.7754695,0.6138485,1.4783387,-0.614623,-0.65140384,-0.45844918,1.1029979,0.18634135,0.20889881,0.10151082,1.0326743,-0.1232486
Overdraft,0.9986028,-0.07765484,0.6728468,0.5978259,0.9594638,0.6479868,0.94148517,-0.25254777,0.041778915,0.008562443,-0.56671154,-0.35801828,-0.23887129,0.22444572,0.95040125,1.0686281
Lion's Guard,-0.12007959,-0.6176997,0.7573649,-0.16563681,-0.72498876,0.042353995,1.2656082,0.063726895,-0.39336348,0.35427552,0.20851392,-0.1456836,0.5894325,-0.029686244,0.20929362,0.2070371
Murloc Warleader,0.17550023,0.76535964,0.83799887,-0.15339394,0.84841925,0.9288086,1.5511076,-1.2099235,-0.3976713,0.0048993896,-0.083520666,-0.96737546,-0.4161873,-0.12680295,0.8463446,0.8997211
Ymirjar Deathbringer,-0.2794058,-0.5307334,0.78468865,0.21187186,-0.47646564,0.27102226,1.4319015,-0.12476929,0.66516346,0.93210775,0.3559836,-0.3543772,0.5862762,0.0012787508,0.18228912,0.64405227
Sketchy Stranger,-0.7205057,-0.83136374,0.4931482,0.70281684,0.50116956,-0.33991984,0.55547255,0.17657588,-0.21032088,-0.3216343,-0.78369987,-0.7001381,0.09036649,-0.2820871,0.022173874,-0.18959893
Plot of Sin,0.7006512,-0.7928096,0.73599553,-0.8983633,0.3632239,0.7226602,0.47761366,-0.018868146,-0.17675652,-0.016754571,0.19654259,-0.16789292,0.7827998,-0.08000737,0.62424284,0.09428068
Harpoon Gun,-0.056789737,-0.53752,-0.5672831,0.000623454,1.0993106,0.095990404,0.21418582,-0.36217567,-0.41687596,0.37402007,0.1222475,-0.6938619,1.3105528,-0.4313132,-0.25197574,0.980785
Hope of Quel'Thalas,-0.2301807,-0.30583885,-0.75949264,0.02671739,0.8492406,0.48665273,0.39077306,-0.48074862,-0.23375899,0.56354624,-0.07954431,-1.0698133,1.468707,0.01997523,-0.033774037,0.91898245
Gigantotem,0.5980389,-0.10681832,0.50577015,0.4356606,0.59405625,0.36557946,0.82923573,-0.32952243,0.054601897,0.040556397,-0.5923698,-0.20133494,-0.24391817,0.041817736,0.73454165,0.7835901
Barak Kodobane,0.48410565,-0.76486605,-0.68462884,0.5488091,1.2320243,-0.014604749,0.09600332,-0.5220504,-0.6928902,-0.38390213,0.035909597,-1.275851,0.890184,-0.625768,-0.6879836,0.7082681
Vile Apothecary,-0.84210384,-0.53372926,0.43642753,0.66149056,0.7720806,-0.097049825,0.5421417,-0.5271483,0.058420874,-0.58446604,-0.7481162,-0.29629597,0.41457102,-0.6600469,0.6208747,-0.016626101
Meat Grinder,-0.16045605,-0.3625425,0.13413881,0.08098792,-0.0019720541,0.26536354,1.0460838,-0.3363591,0.42453706,0.52094996,0.6078458,-0.53365344,0.74577063,-0.19906384,-0.07233488,0.3961179
Apothecary Helbrim,-0.57203436,-0.55474883,0.52852815,0.53115994,0.44562235,-0.05124611,0.4537603,-0.04291366,-0.06844397,-0.3307276,-0.5123826,-0.18857497,0.3990982,-0.4338132,0.30223984,0.10669303
Bubbler,-0.08919732,-0.14819849,0.7563271,-0.881251,0.54151314,0.3899479,0.46526787,0.5761825,-0.5103491,-0.28468612,0.5409112,-0.707245,1.1193547,-0.7764351,0.63684535,-0.021129463
Nightcloak Sanctum,-0.06767135,-0.35855716,0.4191465,0.5847564,0.7212665,0.88910174,0.07494906,0.48738024,-0.38219923,0.69336826,0.016443238,-0.7048188,0.13382109,-1.0755367,0.096739195,-0.27293208
Umbral Geist,-0.20282307,-0.27360642,0.21556473,0.41126865,-0.052248437,0.20641598,0.7837886,0.3258267,0.3089424,-0.100527674,-0.3144681,-0.7936186,0.13289875,-0.37317586,0.112917036,-0.2856481
Incorporeal Corporal,-0.543473,-0.6185873,-0.097482264,-0.7875966,0.5073639,0.5850101,1.0555784,0.93611234,-0.10321834,-0.8264411,0.634146,-1.1758617,-0.085911684,-0.5007213,0.11722502,0.118869275
Jerry Rig Carpenter,0.44336063,-0.683872,0.84952235,-0.5441856,0.45354295,0.21651365,0.5183719,0.2653077,-0.36563167,-0.20786455,0.035007,-0.12697415,1.0818001,-0.24841367,0.34002957,-0.11579225
Righteous Protector,-0.23432277,-1.1278201,-0.44051102,-0.22365138,0.6339673,2.5565844,1.2567048,-0.5137487,-0.16981165,-0.35313082,-1.2715491,0.2742945,0.5538052,0.13621135,-0.23661225,0.26981333
Onyxian Warder,-0.50105906,-0.7225452,0.23208603,-0.15287505,0.4060302,1.1880131,1.0244665,-0.1987175,-0.5092876,-0.28906763,-0.2765389,0.5469632,0.4307623,0.36244598,-0.5488015,-0.1505964
Rustrot Viper,-0.06504093,-0.1261113,-0.22488196,0.44967058,0.37861645,0.24344368,0.50237167,0.31304148,-0.31497192,0.03547628,-0.30525863,-0.20916054,0.24854217,-0.5526815,-0.15797894,-0.13264968
Pride's Fury,0.34749198,-1.4406054,0.7454063,-0.8512989,0.38078514,0.42961687,0.27644673,0.06700756,0.33263144,0.06796845,0.8470234,-1.0990877,0.98409134,-0.37953594,0.8437863,0.026024321
Raid the Docks,-0.61140156,-0.061178826,-0.1241305,0.1326374,1.9093492,0.6020742,1.3607941,-0.54381377,-0.5450937,-0.354174,0.9354355,0.17279023,0.2494525,0.009039712,1.0864381,-0.15749268
Treasure Guard,0.010485651,-0.20721045,-0.14694327,0.34525126,0.015919976,0.12437213,0.57124084,0.5880386,-0.06885142,0.29370975,-0.53614193,-0.39253157,0.40982258,-0.7085494,0.003243648,-0.21645233
Prince Renathal,-0.12404701,-0.36477113,0.04206818,0.39730045,0.54593545,-0.040846903,0.587333,0.20785663,-0.109912425,-0.18827942,-0.07364862,-0.37590167,0.60728425,-0.10796816,-0.15277053,-0.1851533
Auctionhouse Gavel,0.9710325,0.23547706,0.86428183,0.8409708,0.6039049,0.37150082,0.8993374,0.15713534,-0.11438976,0.34852514,-0.5484757,-0.2896264,0.06215949,-0.010839836,0.6362609,1.2002374
K9-0tron,-0.13405354,-0.33741748,-0.7378337,-0.18244775,0.89953214,0.35346678,0.40563363,-0.4117229,-0.25443456,0.60436004,-0.07964384,-0.9313999,1.4897894,-0.10026567,-0.07723943,0.8257291
Meeting Stone,-0.07344641,-0.37590355,0.3449783,0.060842127,0.1581001,0.39254,1.0654006,-0.28885084,0.2696779,0.673492,0.53709596,-0.38853404,0.51749516,-0.010378766,0.04047695,0.117617935
Keeneye Spotter,-0.44823706,-0.83705497,-0.6569914,-0.09217714,1.0821778,-0.059344765,0.14119364,-0.5677242,-0.8654617,0.1675071,0.369377,-0.77617306,1.3185235,-0.9266121,-0.35100248,0.6608477
Flightmaster Dungar,-0.043086424,-0.030487347,0.048668005,0.47462094,0.40420437,-0.1439672,0.7959532,-0.06515782,-0.50285244,0.31548563,-0.032436192,-0.3473812,0.5131842,-0.28843364,-0.005539963,-0.37956163
Crystalsmith Cultist,-0.39927632,-0.37874785,-0.18007891,-0.23073222,0.42738733,0.29827234,1.2406906,0.8773462,0.17525038,-0.16254409,0.10211073,-1.4272491,-0.03134309,0.048066404,-0.45816734,0.7433116
Huntsman Altimor,-0.19015701,-0.40334848,-0.4557985,-0.097947285,0.95582426,0.12727925,0.28645292,-0.4869278,-0.23464209,0.47425893,-0.008716195,-0.9473431,1.4467264,-0.2855899,-0.15582511,0.9072407
Varden Dawngrasp,-0.055621408,-0.31011117,0.4667938,0.68507814,0.8120489,0.87399566,0.013637831,0.46571842,-0.41451836,0.6080863,-0.01869131,-0.6519139,0.20892197,-0.97973275,0.026070192,-0.17428
Frostbite,1.3256195,0.045879282,0.72722673,0.68752027,0.9557402,0.30804256,1.037534,0.19880456,0.28876397,0.029207192,-0.31246698,-0.4823667,-0.28267258,0.036089383,0.8357806,1.1278259
Wings of Hate (Rank 1),0.842443,-1.3250935,-0.68713367,-0.521947,0.60596114,0.48681954,0.89706326,-0.12279709,0.87596536,0.5452104,-0.76535463,-0.32066828,-0.0615473,-1.4792616,0.7456392,-0.08995059
Stitched Giant,-0.40284336,-0.5121442,0.47098917,0.2826752,-0.48478484,0.19338368,1.609473,0.107583486,0.63714707,0.8972453,0.4232825,-0.29092047,0.771896,-0.06651692,0.20775595,0.1970353
Assassinate,-0.7067973,-0.4193833,0.5155433,0.6272488,0.2913543,-0.26694787,0.74005795,-0.08532075,0.089010805,-0.5381539,-0.7977134,-0.39092076,0.669285,-0.54914093,0.49707943,0.064406544
Sister Svalna,-0.17993475,-0.7500189,-0.1380176,0.3648977,0.62470675,-0.06425327,1.2264457,1.2096372,-0.2590142,-0.4223764,-0.32311192,-0.5790936,-0.21724522,0.16571845,-0.46496326,0.35897678
Scrapsmith,0.112150565,-0.5158948,0.14723858,-0.29665378,1.4488493,0.2089023,0.8504863,-0.5921563,-0.43767163,0.36931083,0.41676885,0.019953795,-0.07502165,0.2778788,0.7594296,0.25171354
Call of the Grave,-0.3394117,-0.21714623,0.095177114,-0.14779139,0.43787307,-0.011720558,1.2121117,0.9268137,-0.1573502,0.034582686,-0.5632787,-0.9779841,-0.07108595,0.15032004,-0.26405588,0.24637158
"""Krag'wa the Frog""",1.2525502,-0.031845693,0.74615914,0.3924878,0.7633644,0.64975923,0.8869649,0.0929206,0.20368025,-0.1625826,-0.35669523,-0.50539124,-0.14252418,0.2761018,0.6221136,1.0080369
"""Nellie the Great Thresher""",-0.4015601,-0.4380562,-0.006416054,0.07109397,1.8053117,0.16785774,1.3374761,-0.61922246,-0.6847262,-0.29058117,0.9445368,0.29253933,-0.0501374,0.031239875,0.6606025,-0.08247795
