card_id,card_name,class, mana, attack, health, durability, armor, text
67211,Vitality Surge,PALADIN, 2, , , , , Draw a minion. Restore Health to your hero equal to its Cost.
70203,Double Agent,ROGUE, 3, 3, 3, , , <b>Battlecry:</b> If you're holding a card from another class, summon a copy of this.
67761,Cheaty Snobold,SHAMAN, 3, 3, 4, , , After an enemy is <b>Frozen</b>, deal 3 damage to it.
86111,Potion Belt,ROGUE, 2, , , , , <b>Discover</b> 2 Concoctions.
84302,Dar'Khan Drathir,WARLOCK, 7, 6, 6, , , <b>Lifesteal</b> At the end of your turn, deal 6 damage to the enemy hero.
69553,Mortal Coil,WARLOCK, 1, , , , , Deal 1 damage to a minion. If that kills it, draw a card.
63119,Rancor,WARRIOR, 4, , , , , Deal 2 damage to all minions. Gain 2 Armor for each destroyed.
79602,Class Action Lawyer,PALADIN, 2, 2, 3, , , <b>Battlecry:</b> If your deck has no Neutral cards, set a minion's stats to 1/1.
65676,Amulet of Undying,PRIEST, 3, , , , , <b>Tradeable</b> Resurrect friendly <b>Deathrattle</b> (minion, minions). <i>(Upgrades when <b>Traded</b>!)</i>
64033,SI:7 Extortion,ROGUE, 1, , , , , <b>Tradeable</b> Deal 3 damage to an undamaged character.
67779,Bru'kan of the Elements,SHAMAN, 8, , 30, , 5, <b>Battlecry:</b> Call upon the power of two Elements!
76315,Mistress of Mixtures,NEUTRAL, 1, 2, 2, , , <b>Deathrattle:</b> Restore 4 Health to each hero.
84345,Collateral Damage,HUNTER, 8, , , , , Deal 6 damage to three random enemy minions. Excess damage hits the enemy hero.
85154,Nerubian Vizier,NEUTRAL, 3, 2, 4, , , <b>Battlecry:</b> <b>Discover</b> a spell. If a friendly Undead died after your last turn, it costs (2) less.
62483,Lushwater Murcenary,NEUTRAL, 2, 3, 2, , , <b>Battlecry:</b> If you control a Murloc, gain +1/+1.
78329,Shatterskin Gargoyle,NEUTRAL, 6, 4, 6, , , <b>Taunt</b> <b>Deathrattle:</b> Deal 4 damage to a random enemy.
70320,Capture Coldtooth Mine,DRUID, 2, , , , , <b>Choose One -</b> Draw your lowest Cost card; or Draw your highest Cost card.
84233,Fel'dorei Warband,DEMONHUNTER, 4, , , , , Deal 4 damage. If your deck has no minions, summon four 1/1 Illidari with <b>Rush</b>.
86545,Bronze Explorer,PALADIN, 3, 3, 3, , , <b>Lifesteal</b> <b>Battlecry:</b> <b>Discover</b> a Dragon.
76325,Twilight Drake,NEUTRAL, 4, 4, 1, , , <b>Battlecry:</b> Gain +1 Health for each card in your hand.
69566,Psychic Conjurer,PRIEST, 1, 1, 2, , , <b>Battlecry:</b> Copy a card in your opponent�s deck and add it to your hand.
84238,Infantry Reanimator,WARLOCK, 5, 4, 4, , , <b>Battlecry:</b> Resurrect a friendly Undead. Give it <b>Reborn</b>.
67758,Impfestation,WARLOCK, 6, , , , , Summon a 3/3 Dread Imp to attack each enemy minion.
64373,Irebound Brute,DEMONHUNTER, 7, 6, 7, , , <b>Taunt</b> Costs (1) less for each card drawn this turn.
62879,Serena Bloodfeather,PRIEST, 2, 1, 1, , , <b>Battlecry:</b> Choose an enemy minion. Steal Attack and Health from it until this has more.
70333,Pride Seeker,DRUID, 3, 2, 4, , , <b>Battlecry:</b> Your next <b>Choose One</b> card costs (2) less.
62581,Burning Blade Acolyte,NEUTRAL, 5, 1, 1, , , <b>Deathrattle:</b> Summon a 5/8 Demonspawn with <b>Taunt</b>.
76289,Living Roots,DRUID, 1, , , , , <b>Choose One -</b> Deal 2 damage; or Summon two 1/1 Saplings.
79482,Deathborne,MAGE, 6, , , , , Deal 2 damage to all minions. Summon a 2/2 Volatile Skeleton for each killed.
62584,Crossroads Watch Post,NEUTRAL, 4, 4, 6, , , Can't attack. Whenever your opponent casts a spell, give your minions +1/+1.
79555,Motion Denied,HUNTER, 2, , , , , <b>Secret:</b> After your opponent plays three cards in a turn, deal 6 damage to the enemy hero.
86552,Injured Tol'vir,NEUTRAL, 2, 2, 6, , , <b>Taunt</b> <b>Battlecry:</b> Deal 3 damage to this minion.
78086,The Countess,PALADIN, 7, 7, 7, , , <b>Battlecry:</b> If your deck has no Neutral cards, add 3 <b>Legendary </b>Invitations to your hand.
73466,Bottomfeeder,DRUID, 1, 1, 3, , , <b>Deathrattle:</b> Add a Bottomfeeder to the bottom of your deck with permanent +2/+2.
63591,Mankrik,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> Help Mankrik find his wife! She was last seen somewhere in your deck.
72807,Dun Baldar Bridge,PALADIN, 4, , , , , After you summon a minion, give it +2/+2. Lasts 3 turns.
66176,Illidari Inquisitor,DEMONHUNTER, 8, 8, 8, , , <b>Rush</b>. After your hero attacks an enemy, this attacks it too.
69674,Baron Geddon,NEUTRAL, 7, 7, 7, , , At the end of your turn, deal 2 damage to ALL other characters.
80121,Jackpot!,ROGUE, 2, , , , , Add two random spells from other classes that cost (5) or more to your hand.
69684,Spectral Sight,DEMONHUNTER, 2, , , , , Draw a card. <b>Outcast:</b> Draw another.
62515,South Coast Chieftain,SHAMAN, 2, 3, 2, , , <b>Battlecry:</b> If you control another Murloc, deal 2 damage.
86504,Blazing Transmutation,SHAMAN, 1, , , , , Choose a minion. <b>Discover</b> one that costs (1) more to transform it into.
82313,Sanguine Depths,WARRIOR, 1, , 3, , , Deal 1 damage to a minion and give it +2 Attack.
78325,Frost Strike,DEATHKNIGHT, 2, , , , , Deal 3 damage to a minion. If that kills it, <b>Discover</b> a Frost Rune card.
66854,Fogsail Freebooter,NEUTRAL, 2, 2, 2, , , <b>Battlecry:</b> If you have a weapon equipped, deal 2 damage.
72333,Smothering Starfish,NEUTRAL, 4, 2, 4, , , <b>Battlecry:</b> <b>Silence</b> ALL other minions.
77490,Natural Causes,DRUID, 2, , , , , Deal 2 damage. Summon a 2/2 Treant.
69591,Soul of the Forest,DRUID, 3, , , , , Give your minions "<b>Deathrattle:</b> Summon a 2/2 Treant."
72553,Glugg the Gulper,SHAMAN, 7, 3, 5, , , <b>Colossal +3</b> After a friendly minion dies, gain its original stats.
65682,Grey Sage Parrot,MAGE, 6, 4, 5, , , <b>Battlecry:</b> Repeat the last spell you've cast that costs (6) or more.
86551,Vulpera Scoundrel,NEUTRAL, 3, 2, 3, , , <b>Battlecry</b>: <b>Discover</b> a spell or pick a mystery choice.
76258,Lightray,PALADIN, 10, 5, 5, , , <b>Taunt</b> Costs (1) less for each Paladin card you've played this game.
76288,Wrath,DRUID, 6, , , , , Deal 8 damage randomly split among all enemies.
67753,Piggyback Imp,NEUTRAL, 3, 4, 1, , , <b>Deathrattle:</b> Summon a 4/1 Imp.
72473,Blood in the Water,ROGUE, 6, , , , , Deal 3 damage to an enemy. Summon a 5/5 Shark with <b>Rush</b>.
75876,Dispossessed Soul,NEUTRAL, 4, 4, 5, , , <b>Battlecry:</b> If you control a location, <b>Discover</b> a copy of a card in your deck.
64308,Rise to the Occasion,PALADIN, 1, , , , , <b>Questline:</b> Play 3 different 1-Cost cards. <b>Reward:</b> Equip a 1/4 Light's Justice.
69986,Seeds of Destruction,WARLOCK, 2, , , , , Shuffle four Rifts into your deck. They summon a 3/3 Dread Imp when drawn.
63732,Shadowcloth Needle,PRIEST, 1, 0, , 3, , After you cast a Shadow spell, deal 1 damage to all enemies. Lose 1 Durability.
79559,Stoneborn Accuser,NEUTRAL, 5, 5, 5, , , <b>Infuse ( ):</b> Gain "<b>Battlecry:</b> Deal 5 damage."
78353,Battlefield Necromancer,DEATHKNIGHT, 2, 2, 2, , , At the end of your turn, raise a <b>Corpse</b> as a 1/3 Risen Footman with <b>Taunt</b>.
62845,Sigil of Flame,DEMONHUNTER, 2, , , , , At the start of your next turn, deal 3 damage to all minions.
63432,Archdruid Naralex,NEUTRAL, 3, 3, 3, , , <b>Dormant</b> for 2 turns. While <b>Dormant</b>, add a Dream card to your hand at the end of your turn.
64895,Shady Bartender,WARLOCK, 5, 4, 4, , , <b>Tradeable</b> <b>Battlecry:</b> Give your Demons +2/+2.
79569,Defrost,DEATHKNIGHT, 2, , , , , Draw a card. Spend 2 <b>Corpses</b> to draw another.
77305,The Light! It Burns!,PRIEST, 1, , , , , Deal damage to a minion equal to its Attack.
71233,Dragonbane Shot,HUNTER, 2, , , , , Deal 2 damage. <b>Honorable Kill:</b> Add a Dragonbane Shot to your hand.
72563,Stormpike Aid Station,PRIEST, 3, , , , , At the end of your turn, give your minions +2 Health. Lasts 3 turns.
76327,Primordial Drake,NEUTRAL, 8, 4, 8, , , <b>Taunt</b> <b>Battlecry:</b> Deal 2 damage to all other minions.
69524,Sinister Strike,ROGUE, 1, , , , , Deal 3 damage to the enemy hero.
80645,Grave Strength,DEATHKNIGHT, 4, , , , , Give your minions +1 Attack. Spend 5 <b>Corpses</b> to give them +3 instead.
78264,Frenzied Fangs,HUNTER, 2, , , , , Summon two 2/1 Bats. <b>Infuse ( ):</b> Give them +1/+2.
84385,Scourge Illusionist,ROGUE, 4, 4, 4, , , <b>Deathrattle:</b> Add a 4/4 copy of another <b>Deathrattle</b> minion in your deck to your hand. It costs (4) less.
67927,Humongous Owl,NEUTRAL, 7, 8, 4, , , <b>Deathrattle:</b> Deal 8 damage to a random enemy.
73428,Bubblebot,PALADIN, 4, 4, 4, , , <b>Battlecry:</b> Give your other Mechs <b>Divine Shield</b> and <b>Taunt</b>.
84206,Shadow Word: Undeath,PRIEST, 5, , , , , Deal 2 damage to all enemies. If a friendly Undead died after your last turn, deal 2 more.
63195,Wound Prey,HUNTER, 1, , , , , Deal 1 damage. Summon a 1/1 Hyena with <b>Rush</b>.
62176,Shadow Hunter Vol'jin,NEUTRAL, 5, 3, 6, , , <b>Battlecry:</b> Choose a minion. Swap it with a random one in its owner's hand.
69664,Gadgetzan Auctioneer,NEUTRAL, 6, 4, 4, , , Whenever you cast a spell, draw a card.
70226,Bunker Sergeant,NEUTRAL, 3, 2, 4, , , <b>Battlecry:</b> If your opponent has 2 or more minions, deal 1 damage to all enemy minions.
70258,Korrak the Bloodrager,NEUTRAL, 4, 3, 5, , , <b>Deathrattle:</b> If this wasn't <b>Honorably Killed</b>, resummon Korrak.
84739,Seal of Blood,PALADIN, 3, , , , , Give a minion +3/+3 and <b>Divine Shield</b>. Deal 3 damage to your hero.
76314,Reno Jackson,NEUTRAL, 6, 4, 6, , , <b>Battlecry:</b> If your deck has no duplicates, fully heal your hero.
64637,Defend the Dwarven District,HUNTER, 1, , , , , <b>Questline:</b> Deal damage with 3 spells. <b>Reward:</b> Your Hero Power can target minions.
72586,Reefwalker,NEUTRAL, 3, 3, 2, , , <b>Battlecry and Deathrattle:</b> Summon a 1/1 Piranha Swarmer.
89354,Escaped Manasaber,NEUTRAL, 4, 3, 5, , , <b>Stealth</b> Whenever this attacks, gain 1 Mana Crystal this turn only.
63215,Kabal Outfitter,WARLOCK, 3, 3, 3, , , <b>Battlecry and Deathrattle:</b> Give another random friendly minion +1/+1.
67224,Mass Polymorph,MAGE, 7, , , , , Transform all minions into 1/1 Sheep.
77313,Decimator Olgra,WARRIOR, 6, 3, 7, , , <b>Battlecry:</b> Gain +1/+1 for each damaged minion, then attack all enemies.
78508,Vengeful Visage,MAGE, 3, , , , , <b>Secret:</b> After an enemy minion attacks your hero, summon a copy of it to attack the enemy hero.
72248,Emerald Skytalon,NEUTRAL, 1, 2, 1, , , <b>Rush</b>
62744,Death's Head Cultist,NEUTRAL, 3, 2, 4, , , <b>Taunt</b> <b>Deathrattle:</b> Restore 4 Health to your hero.
69731,Menacing Nimbus,SHAMAN, 2, 2, 3, , , <b>Battlecry:</b> Add a random Elemental to your hand.
69636,Flame Imp,WARLOCK, 1, 3, 2, , , <b>Battlecry:</b> Deal 3 damage to your hero.
71230,"Haleh, Matron Protectorate",MAGE, 8, 4, 12, , , After you cast a spell, deal 4 damage randomly split among all enemies.
70103,Revive Pet,HUNTER, 3, , , , , <b>Discover</b> a friendly Beast that died this game. Summon it.
65583,Moonlit Guidance,DRUID, 2, , , , , <b>Discover</b> a copy of a card in your deck. If you play it this turn, draw the original.
72488,Blackwater Behemoth,PRIEST, 7, 8, 10, , , <b>Colossal +1</b> <b>Lifesteal</b>
85604,Coroner,NEUTRAL, 2, 2, 2, , , <b>Battlecry:</b> <b>Freeze</b> an enemy minion. <b>Manathirst (6):</b> <b>Silence</b> it first.
84388,Daring Drake,PALADIN, 4, 4, 4, , , <b>Rush</b> <b>Battlecry:</b> If you're holding a Dragon, gain +1/+1.
64975,Stormwind Freebooter,WARRIOR, 3, 3, 4, , , <b>Battlecry:</b> Give your hero +2 Attack this turn.
64773,Overdraft,SHAMAN, 1, , , , , <b>Tradeable</b> Unlock your <b>Overloaded</b> Mana Crystals to deal that much damage.
64719,Lion's Guard,NEUTRAL, 5, 4, 6, , , <b>Battlecry:</b> If you have 15 or less Health, gain +2/+4 and <b>Taunt</b>.
76270,Murloc Warleader,NEUTRAL, 3, 3, 3, , , Your other Murlocs have +2 Attack.
86735,Ymirjar Deathbringer,DEATHKNIGHT, 3, 4, 3, , , <b>Taunt</b>. <b>Deathrattle:</b> Spend 3 <b>Corpses</b> to summon a 3/3 Risen Ymirjar with <b>Taunt</b>.
77714,Sketchy Stranger,NEUTRAL, 2, 2, 2, , , <b>Battlecry:</b> <b>Discover</b> a <b>Secret</b> from another class.
78261,Plot of Sin,DRUID, 3, , , , , Summon two 2/2 Treants. <b>Infuse ( ):</b> Two 5/5 Ancients instead.
74755,Harpoon Gun,HUNTER, 3, 3, , 2, , After your hero attacks, <b>Dredge</b>. If it's a Beast, reduce its Cost by (2).
84400,Hope of Quel'Thalas,HUNTER, 6, 4, , 2, , After your hero attacks, give your minions +1/+1 <i>(wherever they are).</i>
78525,Gigantotem,SHAMAN, 10, 8, 8, , , Costs (1) less for each Totem you've summoned this game.
63461,Barak Kodobane,HUNTER, 5, 3, 5, , , <b>Battlecry:</b> Draw a 1, 2, and 3-Cost spell.
86119,Vile Apothecary,ROGUE, 3, 2, 4, , , At the end of your turn, add a random Concoction to your hand.
80088,Meat Grinder,DEATHKNIGHT, 3, 3, 4, , , <b>Battlecry:</b> Shred a random minion in your deck to gain 4 <b>Corpses.</b>
62895,Apothecary Helbrim,ROGUE, 4, 3, 2, , , <b>Battlecry and Deathrattle:</b> Add a random Poison to your hand.
71646,Bubbler,NEUTRAL, 1, 2, 4, , , After this minion takes exactly one damage, destroy it. <i>(Pop!)</i>
84356,Nightcloak Sanctum,MAGE, 3, , 2, , , <b>Freeze</b> a minion. Summon a 2/2 Volatile Skeleton.
84243,Umbral Geist,NEUTRAL, 2, 3, 1, , , <b>Deathrattle:</b> Add a random Shadow spell to your hand.
80084,Incorporeal Corporal,NEUTRAL, 2, 5, 5, , , After this minion attacks, destroy it.
65584,Jerry Rig Carpenter,DRUID, 2, 2, 1, , , <b>Battlecry:</b> Draw a <b>Choose One</b> spell and split it.
69705,Righteous Protector,PALADIN, 1, 1, 1, , , <b>Taunt</b> <b>Divine Shield</b>
71226,Onyxian Warder,NEUTRAL, 5, 3, 6, , , <b>Battlecry:</b> If you're holding a Dragon, summon two 2/1 Whelps with <b>Rush</b>.
64720,Rustrot Viper,NEUTRAL, 3, 3, 4, , , <b>Tradeable</b> <b>Battlecry:</b> Destroy your opponent's weapon.
63027,Pride's Fury,DRUID, 4, , , , , Give your minions +1/+3.
64280,Raid the Docks,WARRIOR, 1, , , , , <b>Questline:</b> Play 3 Pirates. <b>Reward:</b> Draw a weapon.
72583,Treasure Guard,NEUTRAL, 3, 1, 5, , , <b>Taunt</b> <b>Deathrattle:</b> Draw a card.
79767,Prince Renathal,NEUTRAL, 3, 3, 4, , , Your deck size is 40. Your starting Health is 35.
64214,Auctionhouse Gavel,SHAMAN, 2, 2, , 2, , After your hero attacks, reduce the Cost of a <b>Battlecry</b> minion in your hand by (1).
76223,K9-0tron,HUNTER, 2, 2, 3, , , <b>Battlecry:</b> <b>Dredge</b>. If it's a 1-Cost minion, summon it.
63396,Meeting Stone,NEUTRAL, 1, 0, 2, , , At the end of your turn, add a 2/2 Adventurer with a random bonus effect to your hand.
84398,Keeneye Spotter,HUNTER, 3, 3, 4, , , Whenever your hero attacks a minion, set its Health to 1.
64727,Flightmaster Dungar,NEUTRAL, 3, 3, 3, , , <b>Battlecry:</b> Choose a flightpath and go <b>Dormant. </b> Awaken with a bonus when you complete it!
84204,Crystalsmith Cultist,PRIEST, 1, 1, 2, , , <b>Battlecry:</b> If you're holding a Shadow spell, gain +1/+1.
78270,Huntsman Altimor,HUNTER, 7, 5, 4, , , <b>Battlecry:</b> Summon a Gargon Companion. <b>Infuse ( ):</b> Summon another. <b>Infuse ( ):</b> And another!
63261,Varden Dawngrasp,MAGE, 4, 3, 3, , , <b>Battlecry:</b> <b>Freeze</b> all enemy minions. If any are already <b>Frozen</b>, deal 4 damage to them instead.
67833,Frostbite,SHAMAN, 2, , , , , Deal 3 damage. <b>Honorable Kill:</b> Your opponent's next spell costs (2) more.
71239,Wings of Hate (Rank 1),DEMONHUNTER, 1, , , , , Summon two 1/1 Felwings. <i>(Upgrades when you have 5 Mana.)</i>
82072,Stitched Giant,DEATHKNIGHT, 9, 8, 8, , , Costs (1) less for each <b>Corpse</b> you've spent this game.
69525,Assassinate,ROGUE, 4, , , , , Destroy an enemy minion.
84207,Sister Svalna,PRIEST, 6, 6, 6, , , <b>Battlecry:</b> <i>Permanently</i> add a Vision of Darkness to your hand.
68255,Scrapsmith,WARRIOR, 3, 2, 4, , , <b>Taunt</b> <b>Battlecry:</b> Add two 2/4 Grunts with <b>Taunt</b> to your hand.
64390,Call of the Grave,PRIEST, 1, , , , , <b>Discover</b> a <b>Deathrattle</b> minion. If you have enough Mana to play it, trigger its <b>Deathrattle</b>.
87920,"Krag'wa, the Frog",SHAMAN, 6, 4, 6, , , <b>Battlecry:</b> Return all spells you played last turn to your hand.
74894,"Nellie, the Great Thresher",WARRIOR, 7, 5, 5, , , <b>Colossal +1</b> <b>Battlecry:</b> <b>Discover</b> 3 Pirates to crew Nellie's Ship!
69655,Bloodmage Thalnos,NEUTRAL, 2, 1, 1, , , <b>Spell Damage +1</b> <b>Deathrattle:</b> Draw a card.
86190,Skeletal Sidekick,DEATHKNIGHT, 1, 1, 2, , , <b>Battlecry:</b> Give a friendly Undead +2 Attack.
62482,Ratchet Privateer,NEUTRAL, 3, 4, 3, , , <b>Battlecry:</b> Give your weapon +1 Attack.
63098,Perpetual Flame,SHAMAN, 2, , , , , Deal 3 damage to a random enemy minion. If it dies, recast this. <b>Overload:</b> (1)
64903,Anetheron,WARLOCK, 6, 8, 6, , , Costs (1) if your hand is full.
65699,Maddest Bomber,NEUTRAL, 8, 9, 8, , , <b>Battlecry:</b> Deal 12 damage randomly split among all other characters.
85035,Arcane Wyrm,MAGE, 1, 1, 2, , , <b>Battlecry:</b> Add an Arcane Bolt to your hand.
80083,Necrotic Mortician,DEATHKNIGHT, 2, 2, 3, , , <b>Battlecry:</b> If a friendly Undead died after your last turn, <b>Discover</b> an Unholy Rune card.
71248,Battle Vicar,PALADIN, 2, 1, 3, , , <b>Battlecry:</b> <b>Discover</b> a Holy spell.
63060,Arcane Luminary,MAGE, 3, 4, 3, , , Cards that didn't start in your deck cost (2) less <i>(but not less than 1)</i>.
69569,Shadow Word: Death,PRIEST, 2, , , , , Destroy a minion with 5 or more Attack.
86510,Rake,DRUID, 3, 3, 3, , , <b>Battlecry:</b> If you've cast three spells while holding this, deal 5 damage. <i>( left!)</i> <i>(Ready!)</i>
87317,Mistake,NEUTRAL, 1, 1, 3, , , <i>This has all minion types</i>.
80736,Runeforging,DEATHKNIGHT, 1, , , , , Draw a weapon. Spend a <b>Corpse</b> to reduce its Cost by (1).
79774,Torghast Custodian,SHAMAN, 8, 6, 10, , , <b>Battlecry:</b> For each enemy minion, randomly gain <b>Rush</b>, <b>Divine Shield</b>, or <b>Windfury</b>.
64774,Bolner Hammerbeak,SHAMAN, 2, 1, 4, , , After you play a <b>Battlecry</b> minion, repeat the first <b>Battlecry</b> played this turn.
78169,Frostmourne,DEATHKNIGHT, 7, 5, , 3, , <b>Deathrattle:</b> Summon every minion killed by this weapon.
72481,Whirlpool,PRIEST, 8, , , , , Destroy all minions and all copies of them <i>(wherever they are)</i>.
71234,Don't Stand in the Fire!,SHAMAN, 5, , , , , Deal 10 damage randomly split among all enemy minions. <b>Overload:</b> (1)
82073,Malignant Horror,DEATHKNIGHT, 4, 2, 4, , , <b>Reborn</b> At the end of your turn, spend 4 <b>Corpses</b> to summon a copy of this minion.
86235,Explosive Runes,MAGE, 3, , , , , <b>Secret:</b> After your opponent plays a minion, deal 6 damage to it and any excess to their hero.
84752,Vast Wisdom,MAGE, 2, , , , , <b>Discover</b> two spells that cost (3) or less. Swap their Costs.
71841,"Gaia, the Techtonic",MAGE, 8, 5, 7, , , <b>Colossal +2</b> After a friendly Mech attacks, deal 1 damage to all enemies.
85051,Chitinous Plating,DRUID, 2, , , , , Gain 4 Armor. At the start of your next turn, gain 4 more.
84234,Overlord Drakuru,SHAMAN, 9, 6, 8, , , <b>Rush</b>, <b>Windfury</b> After this attacks and kills a minion, resurrect it on your side.
63955,Sketchy Information,ROGUE, 4, , , , , Draw a <b>Deathrattle</b> card that costs (4) or less. Trigger its <b>Deathrattle.</b>
68187,Wildpaw Cavern,SHAMAN, 4, , , , , At the end of your turn, summon a 3/4 Elemental that <b>Freezes</b>. Lasts 3 turns.
65604,Shadowblade Slinger,WARLOCK, 1, 2, 1, , , <b>Battlecry:</b> If you've taken damage this turn, deal that much to an enemy minion.
73723,Lady S'theno,DEMONHUNTER, 3, 2, 4, , , <b>Immune</b> while attacking. After you cast a spell, attack the lowest Health enemy.
79770,Call to the Stand,WARRIOR, 1, , , , , Your opponent summons a random minion from their hand.
63274,Overlord Saurfang,WARRIOR, 7, 5, 4, , , <b>Battlecry:</b> Resurrect 2 friendly <b>Frenzy</b> minions. Deal 1 damage to all other minions.
70234,Knight-Captain,NEUTRAL, 5, 3, 3, , , <b>Battlecry:</b> Deal 3 damage. <b>Honorable Kill:</b> Gain +3/+3.
66848,Magister Dawngrasp,MAGE, 7, , 30, , 5, <b>Battlecry:</b> Recast a spell from each spell school you've cast this game.
63264,Sigil of Summoning,DEMONHUNTER, 2, , , , , At the start of your next turn, summon two 2/2 Demons with <b>Taunt</b>.
80112,Immortalized in Stone,PALADIN, 7, , , , , Summon a 1/2, 2/4, and 4/8 Elemental with <b>Taunt</b>.
77428,Crud Caretaker,SHAMAN, 4, 1, 1, , , <b>Battlecry</b>: Summon a 3/5 Elemental with <b>Taunt</b>.
63058,Frostweave Dungeoneer,MAGE, 3, 2, 3, , , <b>Battlecry:</b> Draw a spell. If it's a Frost spell, summon two 1/1 Elementals that <b>Freeze</b>.
77482,Artificer Xy'mox,DEMONHUNTER, 8, 8, 8, , , <b>Battlecry:</b> <b>Discover</b> and cast a Relic. <b>Infuse ( ):</b> Cast all three instead.
69501,Fireball,MAGE, 7, 5, 7, , , Whenever you cast a spell, add a 'Fireball' spell to your hand.
64464,Reckoning,PALADIN, 5, , , , , At the start of your next turn, summon a random Demon from your hand.
73528,Frostwolf Kennels,DRUID, 3, , , , , At the end of your turn, summon a 2/2 Wolf with <b>Stealth</b>. Lasts 3 turns.
72926,Azsharan Mooncatcher,PALADIN, 3, 4, 2, , , <b>Divine Shield</b>. <b>Battlecry:</b> Put a 'Sunken Mooncatcher' on the bottom of your deck.
82689,Silvermoon Sentinel,NEUTRAL, 3, 2, 5, , , <b>Taunt</b> <b>Manathirst ( ):</b> Gain +2/+2 and <b>Divine Shield</b>.
67204,Dreadprison Glaive,DEMONHUNTER, 1, 1, , 3, , <b>Honorable Kill:</b> Deal damage equal to your hero's Attack to the enemy hero.
67873,Amplified Snowflurry,MAGE, 2, 2, 3, , , <b>Battlecry:</b> Your next Hero Power costs (0) and <b>Freezes</b> the target.
76225,Shellshot,HUNTER, 3, , , , , Deal 3 damage to a random enemy minion. Repeat this with 1 less damage.
86540,Hench-Clan Burglar,ROGUE, 4, 4, 4, , , <b>Battlecry:</b> <b>Discover</b> a spell from another class.
76259,Shattershambler,ROGUE, 1, 1, 3, , , <b>Battlecry:</b> Your next <b>Deathrattle</b> minion costs (1) less, but immediately dies when played.
77299,Partner in Crime,PRIEST, 4, 2, 5, , , <b>Battlecry:</b> Summon a copy of this minion at the end of your turn.
72587,Forged in Flame,WARRIOR, 2, , , , , Destroy your weapon, then draw cards equal to its Attack.
73799,Helmet Hermit,NEUTRAL, 1, 4, 3, , , Can't attack.
77150,Sticky Situation,ROGUE, 2, , , , , <b>Secret:</b> After your opponent casts a spell, summon a 3/4 Spider with <b>Stealth</b>.
67757,Hollow Abomination,WARLOCK, 5, 2, 8, , , <b>Battlecry:</b> Deal 1 damage to all enemy minions. <b>Honorable Kill:</b> Gain the minion's Attack.
72632,The Fires of Zin-Azshari,WARRIOR, 2, , , , , Replace your deck with minions that cost (5) or more. They cost (5).
65579,Wealth Redistributor,PALADIN, 5, 2, 8, , , <b>Taunt</b>. <b>Battlecry:</b> Swap the Attack of the highest and lowest Attack minion.
63347,Against All Odds,PRIEST, 5, , , , , Destroy ALL odd-Attack minions.
63193,Apothecary's Caravan,WARLOCK, 2, 1, 3, , , At the start of your turn, summon a 1-Cost minion from your deck.
71984,The Leviathan,PALADIN, 7, 4, 5, , , <b>Colossal +1</b> <b>Rush</b>, <b>Divine Shield</b> After this attacks, <b>Dredge</b>.
69614,Equality,PALADIN, 2, , , , , Change the Health of ALL minions to 1.
75868,Scuttlebutt Ghoul,NEUTRAL, 4, 2, 5, , , <b>Taunt</b> <b>Battlecry:</b> If you control a <b>Secret</b>, summon a copy of this.
72105,Tuskarrrr Trawler,NEUTRAL, 2, 2, 3, , , <b>Battlecry:</b> <b>Dredge</b>.
76283,Abyssal Enforcer,WARLOCK, 7, 6, 6, , , <b>Battlecry:</b> Deal 3 damage to all other characters.
73464,Seaweed Strike,DRUID, 3, , , , , Deal 4 damage to a minion. If you played a Naga while holding this, also give your hero +4 Attack this turn.
67040,Lightforged Cariel,PALADIN, 8, , 30, , 5, <b>Battlecry:</b> Deal 2 damage to all enemies. Equip a 2/5 Immovable Object.
75631,Igneous Lavagorger,WARRIOR, 4, 3, 5, , , <b>Taunt</b> <b>Battlecry:</b> <b>Dredge</b>. Gain Armor equal to its Cost.
79562,Red Herring,NEUTRAL, 7, 3, 12, , , <b>Taunt</b> Your non-Red Herring minions have <b>Stealth</b>.
64291,Lost in the Park,DRUID, 1, , , , , <b>Questline:</b> Gain 4 Attack with your hero. <b>Reward:</b> Gain 5 Armor.
62872,Power Word: Fortitude,PRIEST, 8, , , , , Give a minion +3/+5. Costs (1) less for each spell in your hand.
67826,Grave Defiler,WARLOCK, 1, 2, 1, , , <b>Battlecry:</b> Copy a Fel spell in your hand.
71695,Gangplank Diver,NEUTRAL, 5, 6, 4, , , <b>Dormant</b> for 1 turn. <b>Rush</b>. <b>Immune</b> while attacking.
73792,Slithering Deathscale,NEUTRAL, 7, 5, 9, , , <b>Battlecry:</b> If you've cast three spells while holding this, deal 3 damage to all enemies. <i>( left!)</i> <i>(Ready!)</i>
65608,Need for Greed,DEMONHUNTER, 5, , , , , <b>Tradeable</b> Draw 3 cards. If drawn this turn, this costs (3).
64713,Pandaren Importer,NEUTRAL, 2, 1, 3, , , <b>Battlecry:</b> <b>Discover</b> a spell that didn't start in your deck.
78649,Deathchiller,DEATHKNIGHT, 2, 2, 3, , , After you cast a spell, deal 1 damage to two random enemies.
63033,Razormane Battleguard,DRUID, 2, 2, 3, , , The first <b>Taunt</b> minion you play each turn costs (2) less.
63163,Razorboar,DEMONHUNTER, 2, 3, 2, , , <b>Deathrattle:</b> Summon a <b>Deathrattle</b> minion that costs (3) or less from your hand.
